source_id,institution,dataset_table,direct_url,publication_date,reference_period,notes
SRC_EUROSTAT_NAMA10CO3,Eurostat,Household final consumption expenditure by purpose (nama_10_co3_p3),https://ec.europa.eu/eurostat/databrowser/view/NAMA_10_CO3_P3/,2024-01-01,2023 Estimated,Values derived by applying 2022 provisional COICOP sub-node distribution to an estimated 2023 macro total (181033.7 million EUR).
